IBM_id,Entry_by,check_by,pid,ref_no.,order_no.,Planting_Info,Site Name,city,day_month,year,pieces,count_check,rodent_gaurds,wire_staple_box,fibre_mats,Total,Abies_balsamea,Acer_freemanii,Acer_nigrum,Acer_pennsylvanicum,Acer_rubrum,Acer_saccharinum,Acer_saccharum,Acer_spicatum,Achillea_millefolium,Acorus_americanus,Acorus_calamus,Agastache_nepetoides,Alisma_plantago,Allium_cernum,Alnus_rugosa,Amelanchier_arborea,Amelanchier_canadensis,Amelanchier_laevis,Ammophilia_breviligulate,Anaphalis_margeritaces,Andropogon_gerardii,Anemone_canadensis,Anemone_cylindrica,Anemone_virginiana,Antennaria_parlinii,Anthoxanthum_hirtum,Apocynum_androsaemifolium,Aquilegia_canadensis,Arisaema_triphyllum,Aronia_arbutifolia,Aronia_melanocarpa,Asarum_canadense,Asclepias_incarnata,Asclepias_sullivantii,Asclepias_syriaca,Asclepias_tuberosa,Aster_cordifolium,Aster_divaricatus,Aster_ericoides,Aster_laevis,Aster_lateriforus,Aster_macrophyllus,Aster_ptarmicoides,Aster_puniceus,Aster_umbellatus,Aster_urophyllus,Athyrium_filix-femina,Betula_alleghaniensis,Betula_papyrifera,Bouteloua_curtipendula,Buxus_microphyla,Calamagrostis_canadensis,Capanula_rotundifolia,Carex_bebbii,Carex_comosa,Carex_crinita,Carex_hystericina,Carex_pennsylvanica,Carex_pellita,Carex_pseudocyperus,Carex_stipata,Carex_stricta,Carex_trisperma,Carex_vulpinoides,Carpinus_caroliniana,Carya_cordiformis,Carya_ovata,Ceanothus_americanus,Ceonothus_americanus,Celtis_occidentalis,Cephalanthus_occidentalis,Cercis_canadensis,Chamerion_angustiflorium,Chelone_glabra,Cirsium_discolor,Clematis_virginiana,"Combretum_erythrophyllum
",Coreopsis_tripteris,Coreopsis_lanceolata,Coreopsis_verticulata,Cornus_alternifolia_,Cornus_ammomum,Cornus_canadensis,Cornus_racemosa,Cornus_sericea,Corylus_americana,Corylus_cornuta,Crataegus_mollis,Dasiphora_fruticosa,Deschampsia_caespitosa,Desmodium_canadense,Diervilla_lonicera,Doellingeria_umbellata,Echinacea_purpurea,Echinacea_pallida,Elaeagnus_commutata,Elymus_canadensis,Elymus_hystrix,Elymus_virginicus,Equsetum_hyemale,Erigeron_annus,Eupatorium_maculatum,Eupatorium_perfoliatum,Eupatorium_rugosum,Fagus_grandifolia,Fragaria_vesca,Fragaria_virginiana,Gentiana_andrewsii,Gentianopsis_crinita,Geum_triflorum,Gymnocadus_dioicus,Hamamelis_virginiana,Helenium_autumnale,Helianthus_divaricatus,Helianthus_giganteus,Helianthus_strumosus,Heliopsis_helianthoides,Hibiscus_moscheutos,Houstonia_longifolia,Hypericum_kalmianum,Hypericum_prolificum,Ilex_verticillata,Iris_pseudacores,Iris_versicolor,Juncus_effusus,Juncus_tenuis,Juniperus_communis,Juniperus_virginiana,Juglans_nigra,Juglans_cinerea,Larix_laricina,Lespedeza_capitata,Leucanthemum_vulgare,Liatris_cylindracea,Liatris_spicata,Lilium_michiganese,Lillium_philedalphium,Lindera_benzoin,Liriodendron_tulipifera,Lobelia_cardinalis,Lobelia_siphilitica,Lobelia_spicata,Lonicera_canadensis,Lupinus_perennis,Mimulus_rigens,Monarda_didyma,Monarda_fistulosa,Myrica_gale,Novae_angliae,Nymphaea_odorata,Oenothera_biennis,Osmundastrum_cinnamomeum,Ostrya_virginiana,Panicum_virgatum,Penstemon_digitalis,Penstemon_hirsutus,Physocarpus_opulifolius,Physostegia_virginiana,Picea_glauca,Pinus_resinosa,Pinus_strobus,Platanus_occidentalis,Polystichum_acrostichoides,Pontederia_Cordata,Populus_balsamifera,Populus_deltoides,Populus_grandidentata,Populus_tremuloides,Potentilla_anserina,Potentilla_fructicosa,Potentilla_simplex,Prunus_pensylvanica,Prunus_pumila,Prunus_serotina,Prunus_virginiana,Pycnanthemum_tenuifolium,Pycnanthemum_virginianum,Quercus_alba,Quercus_bicolor,Quercus_macrocarpa,Quercus_prinoides,Quercus_rubra,Ratibida_pinnata,Rhus_aromatica,Rhus_glabra,Rhus_typhina,Ribes_americanum,Ribes_cynosbati,Rosa_acicularis,Rosa_blanda,Rosa_carolina,Rosa_palustris,Rubus_alleghaniensis,Rubus_Idaeus,Rubus_occidentalis,Rubus_odoratus,Rudbeckia_hirta,Rudbeckia_laciniata,Sagittaria_latifolia,Salix_amygdaloides,Salix_bebbiana,Salix_discolor,Salix_eriocephala,Salix_exigua,Salix_lanata,Salix_lucida,Salix_nigra,Salix_petiolaris,Salix_species,Sambucus_canadensis,Sambucus_pubens,Sambucus_racemosa,Schizachyrium_scoparium,Scirpus_acutus,Scirpus_americanum,Scirpus_atrovirens,Scirpus_cyperinus,Scirpus_fluviatilus,Scirpus_validus,Shepherdia_canadensis,Silphium_perfoliatum,Sisyrinchium_montanum,Solidago_caesia,Solidago_canadensis,Solidago_flexicaulis,Solidago_juncea,Solidago_nemoralis,Solidago_rigidum,Sorghastrum_nutans,Sparganium_eurycarpum,Spartina_pectinata,Spiraea_alba,Sporobolus_cryptandrus,Sporobolus_heterolepis,Symphoricarpos_albus,Symphoricarpos,Symphyotrichum_oolentangiense,Symphyotrichum_puniceum,Tall_cinquefoil,Thalictrum_pubescens,Thuja_occidentalis,Tilia_americana,Typha_latifolia,Tsuga_canadensis,Ulmus_americana,Ulmus_laevis,Ulmus_rubra,Ulmus_thomasii,Verbena_hastata,Verbena_simplex,Verbena_stricta,Verbena_urticifolia,Vernonia_gigantea,Viburnum_acerifolium,Viburnum_dentatum,Viburnum_lentago,Viburnum_trilobum,Vitis_riparia,Zizia_aurea
749,LB,Em ,0,51593,11635,HAB,RNUP Pin 23 Wetland,Markham,12-Jun,2018,3470,1,225,0,0,3245,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,300,0,0,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,150,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,25,0,0,0,0,0,0,0,0,50,0,25,0
750,LB,Em,0,51607,11758,HAB,RNUP Pin 48 WINDROW,Markham,13-Jun,2018,60,1,20,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,AA,AA,,53112,13116,RP,RNUP PIN 495-497,Pickering,10-Jul,2023,3150,1,750,0,0,2400,0,0,0,0,0,40,80,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,400,0,0,0,0,70,0,110,0,0,0,50,0,70,50,0,0,60,0,60,0,70,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,60,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
752,LB,Em ,0,51585,11636,HAB,RNUP Pin 55,Markham,12-Jun,2018,1200,1,250,0,0,950,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,75,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,LB,Em,0,51586,11759,HAB,RNUP Pin 55 WINDROW,Markham,12-Jun,2018,240,1,90,0,0,150,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,LB,Em,0,51784,11815,HAB,RNUP PIN 556 Crossing & Riparian,Pickering,22-Nov,2018,100,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
755,LB,Em ,0,51783,11816,HAB,RNUP PIN 556 Wetland & Riparian,Pickering,22-Nov,2018,1080,1,125,0,0,955,0,0,0,0,25,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,270,0,0,0,20,0,0,0,0,0,0,0,0,0,0,150,0,0,0
756,LB,Em ,0,51587,11760,HAB,RNUP Pin 63,Markham,12-Jun,2018,600,1,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,AA,AA,,51487,11526,HAB,RNUP Pin 63 I,Markham,30-Nov,2017,450,1,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
758,LB,Em,0,51785,11809,HAB,RNUP PIN 63 Shrub,Markham,22-Nov,2018,125,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
759,AA,AA,,52899,13043,EM,RNUP Pin 639,Pickering,07-Dec,2022,1475,1,380,0,0,1095,0,0,0,0,70,50,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,70,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,50,0,0,0
760,AA,AA,,52950,13147,RP,RNUP PIN 639,Pickering,19-Jun,2023,1475,1,400,0,0,1075,0,0,0,0,25,85,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,15,20,0,40,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,AA,AA,,51403,11492,HAB,RNUP Pin 742,Markham,02-Nov,2017,2250,1,300,0,0,1950,0,0,0,0,0,30,0,0,0,0,0,0,0,0,150,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,50,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,50,0,0,30,0,0,0,0,0,0,0,0,0,0,200,0,0,0
762,LB,Em,0,51620,11775,HAB,RNUP Pin 742,Markham,13-Jun,2018,1100,1,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,AA,AA,,52872,12965,EM,RNUP Pin 744,Pickering,02-Dec,2022,100,1,50,0,0,50,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,AA,AA,,51488,11497,HAB,RNUP Pin 95 I,Markham,30-Nov,2017,250,1,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
765,AA,AA,,53113,13124,RP,RNUP PIN 99-102,Markham,10-Jul,2023,1600,1,180,0,0,1420,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,300,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,50,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
766,AA,Em,0,52482,12613,EM,Robinson Creek,Markham,05-Oct,2021,2542,1,940,2,0,1600,0,0,50,0,50,100,0,0,0,0,0,0,0,0,150,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,75,0,0,50,0,0,100,0,0,150,0,0,0,0,0,0,50,0,0,0,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,75,0,0,50,0,0,0,0,0,0,0,0,0,0,35,0,0,0
767,AA,AA,,52912,12933,EM,Robinson Creek Bruce Boyd,Markham,08-Dec,2022,6161,1,1563,0,0,4598,0,0,0,0,215,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,280,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,90,0,20,100,0,0,200,0,0,200,0,0,0,100,0,0,0,0,0,0,50,100,0,59,0,150,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,250,0,150,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0
